4,97,96,45
1,20,6,45
2,31,73,45
1,62,9,45
1,86,26,45
4,16,30,45
2,12,7,45
3,32,72,45
2,16,98,45
4,54,22,45
1,91,34,45
3,14,34,45
4,9,7,45
2,0,88,45
4,57,30,45
4,46,25,45
4,67,55,45
1,80,14,45
4,77,84,45
2,34,97,45
3,14,84,45
4,45,30,45
1,23,9,45
2,62,67,45
2,20,73,45
4,26,71,45
4,98,20,45
4,59,40,45
4,70,40,45
4,98,45,45
1,40,11,45
4,2,70,45
1,62,43,45
3,54,84,45
1,76,28,45
4,97,41,45
4,8,84,45
1,59,29,45
2,6,27,45
4,96,72,45
1,91,33,45
1,81,62,45
1,33,18,45
4,39,91,45
4,34,42,45
4,58,40,45
4,98,3,45
4,45,91,45
1,67,38,45
2,50,72,45
2,0,37,45
2,11,8,45
4,77,55,45
4,94,22,45
1,73,34,45
2,21,43,45
2,2,33,45
4,69,60,45
4,52,31,45
1,43,33,45
2,66,69,45
2,65,95,45
1,43,8,45
2,80,97,45
2,30,97,45
2,20,85,45
2,41,64,45
2,31,67,45
4,8,75,45
1,98,28,45
4,78,54,45
2,27,29,45
2,41,47,45
3,36,46,45
4,5,34,45
4,8,60,45
1,90,31,45
1,86,39,45
4,86,91,45
4,73,1,45
2,51,44,45
2,30,62,45
4,75,34,45
4,98,86,45
4,83,91,45
4,98,76,45
4,6,20,45
3,69,68,45
2,0,84,45
4,65,91,45
4,96,72,45
4,26,21,45
2,31,22,45
4,12,61,45
3,39,69,45
1,78,28,45
2,43,75,45
2,66,69,45
1,84,4,45
4,7,92,45
4,29,28,45
1,79,29,45
4,47,30,45
4,59,66,45
2,61,87,45
1,42,12,45
2,11,58,45
4,14,10,45
4,59,12,45
4,38,71,45
4,15,52,45
2,71,68,45
4,27,20,45
1,41,14,45
2,2,74,45
2,32,53,45
2,53,55,45
4,57,52,45
2,62,69,45
3,33,93,45
2,43,54,45
4,69,91,45
4,32,51,45
1,42,32,45
3,9,59,45
4,48,30,45
4,22,81,45
2,92,96,45
4,93,11,45
2,5,17,45
2,3,76,45
1,91,47,45
4,28,20,45
2,51,43,45
1,56,46,45
4,4,40,45
4,49,56,45
1,50,22,45
4,79,75,45
3,72,92,45
2,74,75,45
1,14,4,45
2,10,75,45
2,63,85,45
1,76,47,45
2,10,73,45
4,29,45,45
2,41,47,45
4,3,10,45
1,87,8,45
3,34,54,45
4,23,52,45
4,74,23,45
2,40,55,45
2,57,48,45
4,7,54,45
3,10,80,45
4,16,84,45
1,59,39,45
4,94,1,45
2,46,49,45
1,58,28,45
4,89,96,45
4,89,44,45
2,86,98,45
2,24,67,45
2,73,79,45
4,6,33,45
4,96,52,45
1,32,22,45
1,80,44,45
4,88,21,45
4,38,73,45
2,43,58,45
1,81,5,45
4,6,4,45
2,0,19,45
4,67,85,45
2,33,37,45
2,78,79,45
4,87,36,45
1,41,23,45
2,32,53,45
1,61,45,45
1,50,21,45
4,14,11,45
2,58,69,45
1,79,19,45
4,47,73,45
2,43,68,45
4,97,6,45
4,75,63,45
3,38,78,45
2,0,2,45
2,0,91,45
4,94,90,45
2,20,74,45
1,65,7,45
2,81,77,45
2,41,96,45
4,89,95,45
2,13,14,45
2,40,63,45
4,49,10,45
3,51,61,45
2,6,69,45
1,84,67,45
4,86,1,45
3,32,62,45
4,89,71,45
4,94,20,45
4,47,61,45
2,24,89,45
2,31,83,45
2,14,47,45
1,61,48,45
1,45,25,45
4,94,91,45
1,61,40,45
4,39,98,45
2,26,39,45
4,95,81,45
2,32,94,45
4,65,20,45
2,24,18,45
4,67,15,45
1,80,62,45
4,93,60,45
4,38,77,45
4,76,70,45
1,22,8,45
1,91,41,45
1,93,46,45
1,80,56,45
2,41,85,45
4,45,53,45
2,8,79,45
4,56,43,45
2,42,96,45
4,75,71,45
4,76,15,45
3,17,97,45
4,56,2,45
3,2,62,45
4,36,34,45
1,83,25,45
4,36,45,45
2,42,57,45
2,30,36,45
4,82,61,45
2,67,68,45
1,89,9,45
2,32,89,45
4,17,22,45
2,14,66,45
4,95,3,45
2,97,89,45
1,82,2,45
4,62,40,45
2,66,76,45
2,27,48,45
3,42,52,45
2,11,12,45
4,49,93,45
1,71,2,45
4,15,44,45
2,42,93,45
2,31,53,45
2,93,98,45
3,6,56,45
2,43,97,45
4,82,51,45
4,37,90,45
1,91,55,45
1,90,52,45
4,7,41,45
2,32,59,45
4,68,43,45
2,42,85,45
2,23,97,45
3,9,39,45
4,29,25,45
4,32,10,45
2,44,76,45
2,5,86,45
1,71,26,45
1,83,67,45
4,96,62,45
4,8,4,45
2,18,79,45
2,12,36,45
4,79,63,45
4,86,23,45
4,3,20,45
4,98,2,45
2,24,39,45
1,77,59,45
4,54,23,45
2,52,75,45
4,19,44,45
4,23,22,45
2,25,29,45
2,13,76,45
4,65,2,45
2,4,96,45
4,57,24,45
4,25,2,45
1,81,26,45
4,34,21,45
3,8,18,45
4,77,73,45
4,58,0,45
2,13,76,45
4,70,75,45
1,80,60,45
4,70,46,45
2,21,16,45
4,78,67,45
4,9,81,45
2,33,75,45
4,72,80,45
4,78,7,45
4,36,82,45
4,16,62,45
4,98,6,45
4,35,1,45
1,82,19,45
4,65,60,45
4,89,13,45
4,28,32,45
1,93,23,45
2,76,77,45
1,91,16,45
4,47,1,45
3,33,83,45
1,76,38,45
4,28,65,45
1,21,7,45
4,86,23,45
2,13,89,45
2,74,78,45
2,72,65,45
4,16,2,45
1,45,28,45
3,41,81,45
4,97,74,45
2,14,26,45
4,48,72,45
4,19,67,45
2,16,7,45
4,9,0,45
4,93,1,45
1,42,2,45
1,90,22,45
4,77,90,45
4,19,93,45
2,12,14,45
4,6,3,45
4,79,58,45
4,94,92,45
4,19,67,45
4,97,22,45
2,13,49,45
2,14,67,45
2,50,62,45
1,90,33,45
4,14,63,45
2,61,92,45
4,96,54,45
4,93,11,45
2,16,38,45
4,73,20,45
2,31,43,45
4,35,81,45
4,5,44,45
4,18,41,45
4,89,40,45
1,92,73,45
4,98,75,45
4,57,4,45
4,39,11,45
1,74,25,45
4,27,83,45
1,55,6,45
2,1,47,45
4,39,25,45
2,38,49,45
2,3,79,45
4,55,94,45
4,64,61,45
4,8,53,45
4,89,72,45
2,21,43,45
4,26,42,45
4,55,30,45
2,32,34,45
1,98,28,45
4,1,50,45
1,90,28,45
4,26,52,45
1,96,27,45
4,27,10,45
2,51,73,45
1,94,74,45
4,29,53,45
1,79,9,45
1,61,41,45
4,23,1,45
1,74,25,45
1,78,39,45
4,52,31,45
4,65,1,45
4,15,82,45
4,44,82,45
4,98,27,45
4,11,90,45
2,40,51,45
2,40,93,45
4,95,50,45
4,95,31,45
1,63,9,45
4,19,76,45
1,43,29,45
3,43,73,45
2,85,89,45
4,89,62,45
4,17,31,45
2,22,39,45
2,10,21,45
2,61,85,45
4,47,63,45
4,49,48,45
4,6,12,45
2,30,24,45
2,35,86,45
4,67,81,45
4,89,55,45
4,55,90,45
1,94,9,45
4,79,91,45
1,84,38,45
2,17,98,45
4,53,91,45
1,92,76,45
2,90,86,45
2,40,74,45
4,92,51,45
1,83,19,45
2,24,58,45
4,71,80,45
4,29,31,45
3,18,88,45
2,4,79,45
4,19,56,45
2,34,29,45
4,15,31,45
4,62,50,45
4,8,51,45
1,83,47,45
4,46,44,45
1,61,41,45
2,61,59,45
2,51,87,45
4,76,42,45
1,42,16,45
4,74,53,45
2,26,89,45
2,73,67,45
4,7,43,45
2,31,72,45
3,53,73,45
4,36,74,45
1,85,35,45
4,70,11,45
4,76,31,45
2,20,96,45
2,34,57,45
4,56,63,45
3,47,97,45
1,93,18,45
2,32,77,45
4,19,38,45
4,23,32,45
1,62,15,45
4,36,41,45
1,40,13,45
2,43,74,45
4,32,50,45
1,66,17,45
4,93,42,45
2,6,69,45
4,57,31,45
4,93,0,45
2,0,54,45
4,37,5,45
4,47,0,45
4,69,24,45
2,43,95,45
2,42,63,45
1,63,18,45
4,67,75,45
4,7,22,45
4,39,44,45
1,63,19,45
4,28,14,45
4,94,52,45
2,5,18,45
1,87,7,45
4,14,3,45
4,97,26,45
2,45,68,45
4,26,32,45
4,97,22,45
1,30,4,45
1,46,29,45
2,50,66,45
3,30,60,45
2,1,94,45
4,4,21,45
1,32,8,45
2,20,61,45
1,68,8,45
3,65,94,45
4,96,10,45
4,23,10,45
1,91,11,45
4,68,4,45
2,16,48,45
2,33,59,45
1,39,19,45
4,59,93,45
4,66,40,45
2,14,35,45
4,9,10,45
2,61,98,45
4,28,47,45
2,80,83,45
2,30,98,45
4,26,63,45
1,81,2,45
4,21,10,45
2,24,98,45
4,59,18,45
2,21,22,45
4,68,84,45
2,4,76,45
2,1,32,45
1,96,6,45
1,90,12,45
4,47,82,45
2,42,47,45
1,23,9,45
2,42,85,45
4,59,36,45
4,86,91,45
1,80,64,45
4,4,10,45
4,19,55,45
4,69,94,45
3,20,80,45
2,20,43,45
2,50,89,45
2,43,96,45
4,69,12,45
4,38,76,45
4,17,52,45
2,31,96,45
2,41,73,45
4,48,83,45
2,20,98,45
4,1,90,45
4,32,30,45
2,81,98,45
1,22,5,45
1,63,14,45
4,28,81,45
4,78,40,45
4,87,56,45
2,30,41,45
2,57,78,45
4,32,21,45
4,37,12,45
1,91,4,45
4,67,80,45
4,24,21,45
2,8,89,45
4,97,82,45
2,92,98,45
4,39,64,45
4,98,5,45
4,51,10,45
2,65,88,45
4,6,25,45
2,46,97,45
4,54,63,45
2,21,74,45
2,32,47,45
2,31,55,45
4,77,10,45
2,51,75,45
4,27,33,45
2,62,68,45
2,35,88,45
2,50,67,45
1,93,45,45
4,6,95,45
4,19,58,45
2,12,18,45
4,7,82,45
2,11,45,45
4,68,11,45
4,6,12,45
4,69,83,45
3,7,67,45
4,45,33,45
4,8,71,45
4,47,62,45
4,53,40,45
2,54,59,45
2,72,83,45
4,22,0,45
2,15,16,45
2,80,84,45
2,2,45,45
2,6,7,45
2,73,86,45
4,95,61,45
4,85,90,45
1,63,8,45
4,5,70,45
2,44,96,45
4,19,21,45
1,80,35,45
2,46,98,45
4,36,52,45
4,75,93,45
4,74,93,45
4,78,72,45
1,38,8,45
4,47,16,45
3,6,16,45
4,72,11,45
2,1,89,45
2,3,4,45
2,42,89,45
2,82,86,45
4,85,60,45
4,69,25,45
4,45,44,45
1,55,17,45
2,63,97,45
1,98,48,45
4,5,40,45
2,53,87,45
2,34,39,45
4,97,63,45
4,38,41,45
2,20,91,45
4,94,20,45
4,49,1,45
2,20,91,45
3,71,91,45
1,75,57,45
1,80,22,45
2,44,66,45
2,81,79,45
4,48,80,45
4,8,77,45
4,19,86,45
4,59,55,45
1,43,5,45
2,63,53,45
4,54,30,45
1,92,35,45
1,91,71,45
4,83,71,45
1,72,56,45
4,29,80,45
2,32,94,45
4,86,31,45
2,31,25,45
4,7,31,45
1,52,36,45
4,28,42,45
1,23,7,45
4,46,42,45
1,96,79,45
2,53,78,45
2,11,28,45
4,70,34,45
2,11,37,45
4,8,21,45
4,39,84,45
1,88,19,45
2,47,49,45
4,44,40,45
4,97,35,45
4,25,61,45
4,29,85,45
2,64,87,45
4,69,84,45
4,70,87,45
4,68,1,45
2,7,28,45
4,38,14,45
4,77,74,45
2,52,65,45
2,82,73,45
4,34,52,45
2,44,37,45
1,23,7,45
1,74,16,45
4,37,90,45
4,87,4,45
4,89,57,45
4,28,57,45
4,63,60,45
3,58,88,45
4,13,61,45
2,71,62,45
2,18,39,45
4,8,12,45
2,1,84,45
1,94,45,45
4,23,11,45
2,12,44,45
2,67,89,45
2,71,73,45
4,9,88,45
4,49,58,45
1,51,28,45
1,61,21,45
1,64,39,45
4,65,70,45
4,87,46,45
2,23,84,45
3,69,68,45
4,77,53,45
2,63,57,45
2,80,72,45
2,30,87,45
4,38,26,45
4,6,52,45
2,61,76,45
1,76,66,45
4,96,92,45
2,53,74,45
3,41,91,45
4,57,81,45
2,4,87,45
4,36,65,45
1,30,2,45
4,38,11,45
2,11,53,45
4,8,90,45
4,59,71,45
4,67,81,45
2,31,49,45
4,26,3,45
4,68,86,45
2,53,87,45
1,80,19,45
4,46,53,45
4,57,84,45
4,29,75,45
4,65,12,45
2,23,54,45
1,69,29,45
2,76,88,45
2,10,56,45
2,14,29,45
4,58,57,45
4,79,50,45
1,80,69,45
4,49,47,45
1,47,17,45
4,57,82,45
2,22,54,45
2,22,56,45
2,35,29,45
4,70,22,45
4,69,94,45
2,0,79,45
1,76,16,45
4,7,60,45
4,13,82,45
4,86,22,45
1,76,39,45
2,64,98,45
4,98,13,45
1,71,41,45
4,37,40,45
2,31,84,45
2,65,78,45
2,65,66,45
2,6,7,45
4,56,0,45
4,6,64,45
2,12,3,45
2,50,65,45
4,98,85,45
2,77,89,45
4,74,90,45
1,34,18,45
1,93,5,45
1,91,49,45
2,62,76,45
4,43,42,45
3,0,70,45
4,13,70,45
1,56,7,45
1,36,17,45
2,36,37,45
4,26,95,45
4,86,5,45
1,72,55,45
4,6,1,45
2,2,87,45
3,39,69,45
4,38,12,45
2,0,89,45
1,95,65,45
1,36,17,45
2,0,66,45
2,98,89,45
2,64,78,45
2,66,69,45
2,71,86,45
1,93,23,45
1,72,42,45
4,25,62,45
4,9,95,45
4,69,46,45
1,91,21,45
1,85,19,45
4,48,53,45
4,19,22,45
1,92,67,45
4,70,32,45
2,20,85,45
4,88,80,45
4,28,67,45
2,90,94,45
2,31,42,45
4,97,41,45
4,71,70,45
1,21,6,45
4,77,62,45
1,94,15,45
2,83,94,45
4,46,61,45
4,67,81,45
4,28,67,45
4,3,32,45
4,37,62,45
1,61,26,45
1,96,79,45
1,55,15,45
4,17,31,45
2,87,98,45
1,91,77,45
4,56,21,45
4,98,64,45
4,59,62,45
4,66,24,45
2,4,45,45
1,42,32,45
2,0,14,45
4,64,91,45
2,22,27,45
2,44,59,45
2,45,66,45
3,3,33,45
2,64,96,45
3,7,67,45
2,40,95,45
4,71,10,45
2,40,51,45
1,44,6,45
4,86,65,45
4,69,33,45
2,23,29,45
1,93,39,45
1,42,12,45
1,57,7,45
2,22,86,45
4,3,81,45
2,34,66,45
2,2,89,45
3,12,92,45
4,64,41,45
4,75,30,45
4,41,0,45
2,53,46,45
2,3,65,45
4,13,90,45
4,37,71,45
4,96,54,45
1,71,43,45
3,76,96,45
1,96,66,45
2,80,92,45
2,83,75,45
4,63,31,45
4,47,85,45
2,13,67,45
4,57,31,45
4,98,80,45
4,85,13,45
1,85,69,45
4,54,23,45
1,76,7,45
2,12,46,45
4,14,52,45
4,5,84,45
4,98,95,45
2,25,57,45
4,37,73,45
1,42,22,45
1,40,20,45
1,37,18,45
4,85,20,45
4,35,63,45
4,15,61,45
1,92,37,45
2,36,69,45
2,38,89,45
1,50,7,45
1,70,9,45
2,41,64,45
2,3,67,45
2,20,11,45
2,61,74,45
2,30,84,45
2,50,76,45
4,74,61,45
4,8,65,45
4,7,25,45
4,55,34,45
1,85,48,45
4,88,11,45
4,66,94,45
2,36,39,45
1,28,9,45
2,40,66,45
1,40,22,45
2,30,55,45
3,12,42,45
2,34,48,45
4,15,40,45
1,82,17,45
4,56,20,45
4,27,42,45
1,20,0,45
4,28,13,45
4,9,80,45
1,51,1,45
1,68,19,45
2,30,53,45
4,17,61,45
2,2,98,45
4,28,51,45
4,86,53,45
4,86,35,45
4,63,30,45
2,35,66,45
4,96,61,45
4,39,83,45
1,74,38,45
4,18,0,45
4,36,45,45
1,52,6,45
1,74,57,45
1,79,39,45
4,89,43,45
4,62,80,45
4,38,14,45
1,98,49,45
2,34,98,45
2,12,93,45
4,27,90,45
4,89,11,45
4,57,14,45
2,75,89,45
2,30,54,45
2,46,67,45
4,51,40,45
4,87,1,45
2,63,56,45
4,9,5,45
4,49,86,45
1,92,19,45
4,95,34,45
1,93,28,45
2,41,64,45
1,42,26,45
2,15,9,45
4,9,8,45
1,73,39,45
2,3,16,45
2,72,89,45
4,28,17,45
4,69,60,45
2,41,54,45
3,82,92,45
4,34,30,45
4,36,70,45
2,21,68,45
4,44,23,45
2,56,98,45
4,74,33,45
1,71,22,45
2,21,94,45
1,78,28,45
1,71,5,45
4,78,60,45
2,20,34,45
4,89,46,45
2,2,85,45
4,17,84,45
2,32,23,45
4,84,71,45
2,71,67,45
2,30,45,45
4,47,0,45
3,6,46,45
2,20,75,45
2,24,17,45
4,31,60,45
1,82,18,45
2,44,96,45
4,87,53,45
1,40,3,45
2,23,27,45
1,68,7,45
1,40,17,45
1,93,5,45
4,87,51,45
4,89,63,45
4,59,21,45
4,36,23,45
4,7,56,45
4,67,43,45
4,57,25,45
1,90,3,45
2,0,64,45
3,10,90,45
4,75,42,45
1,74,39,45
4,68,42,45
4,44,22,45
1,29,9,45
1,96,9,45
4,84,22,45
2,42,78,45
4,84,0,45
4,29,61,45
4,46,21,45
4,84,91,45
1,30,13,45
4,8,86,45
1,92,2,45
2,48,69,45
4,39,62,45
4,18,43,45
2,11,72,45
4,65,1,45
2,45,67,45
1,90,79,45
1,79,39,45
1,51,39,45
4,95,33,45
1,41,21,45
4,19,48,45
2,23,74,45
4,53,30,45
4,3,12,45
4,48,1,45
2,0,98,45
2,26,57,45
4,7,55,45
1,91,43,45
4,26,11,45
4,26,61,45
4,85,82,45
1,31,1,45
2,36,37,45
2,82,97,45
4,68,43,45
1,83,33,45
4,84,60,45
4,44,13,45
1,71,52,45
3,42,62,45
1,93,45,45
4,73,1,45
2,55,66,45
2,56,57,45
4,86,42,45
4,29,55,45
2,22,84,45
2,93,94,45
4,39,13,45
1,66,27,45
1,86,6,45
4,49,16,45
4,46,55,45
2,24,78,45
1,53,35,45
4,75,13,45
4,39,86,45
2,57,79,45
4,69,81,45
2,51,79,45
4,65,83,45
4,8,64,45
2,0,54,45
4,21,20,45
1,71,22,45
2,66,59,45
4,49,26,45
1,96,28,45
2,11,14,45
4,66,13,45
4,48,71,45
1,58,38,45
4,35,72,45
1,91,54,45
1,74,6,45
2,81,93,45
1,63,43,45
4,59,61,45
2,44,97,45
1,80,1,45
1,74,58,45
1,50,4,45
2,94,86,45
1,85,8,45
2,21,52,45
2,75,96,45
4,54,12,45
2,1,34,45
2,83,85,45
4,29,54,45
4,7,86,45
4,7,50,45
2,51,67,45
1,32,16,45
1,41,9,45
4,63,91,45
2,0,87,45
2,0,85,45
2,24,76,45
2,21,92,45
4,55,64,45
1,54,5,45
2,40,75,45
2,5,49,45
2,44,65,45
4,52,60,45
4,35,74,45
4,25,14,45
4,93,32,45
4,95,23,45
1,30,3,45
1,71,31,45
1,61,11,45
2,54,85,45
2,4,26,45
1,94,28,45
2,13,88,45
1,90,75,45
3,66,95,45
4,15,20,45
2,20,77,45
4,65,31,45
4,75,30,45
4,47,60,45
1,61,34,45
2,0,82,45
4,48,37,45
2,15,27,45
4,39,48,45
1,82,14,45
1,45,8,45
2,71,96,45
4,86,35,45
3,32,62,45
4,6,91,45
1,83,39,45
1,94,19,45
1,41,31,45
2,44,78,45
4,47,54,45
4,46,74,45
2,22,34,45
4,88,84,45
3,8,18,45
4,5,83,45
2,46,59,45
1,94,27,45
4,59,24,45
1,84,66,45
4,48,83,45
4,6,44,45
1,80,29,45
1,17,7,45
4,28,31,45
4,16,31,45
1,47,8,45
4,77,70,45
3,29,59,45
1,34,15,45
4,74,2,45
2,10,62,45
1,72,24,45
4,37,61,45
1,46,16,45
4,56,24,45
1,86,7,45
2,54,58,45
2,51,54,45
4,58,75,45
2,81,72,45
1,71,49,45
1,59,49,45
1,65,6,45
2,53,74,45
4,77,85,45
2,64,89,45
4,49,35,45
1,91,14,45
4,3,91,45
4,94,91,45
4,76,90,45
2,24,75,45
4,5,12,45
1,48,9,45
4,15,93,45
1,66,35,45
4,8,34,45
4,23,11,45
4,67,91,45
4,25,21,45
2,74,97,45
2,20,24,45
4,16,54,45
4,39,5,45
4,47,31,45
4,49,30,45
4,44,1,45
2,3,56,45
4,6,31,45
2,12,49,45
4,26,53,45
4,8,20,45
2,13,7,45
4,36,63,45
2,76,68,45
4,48,74,45
4,79,98,45
4,35,50,45
4,70,28,45
4,65,22,45
4,14,93,45
4,28,94,45
4,53,52,45
4,27,96,45
3,8,18,45
4,27,13,45
4,7,81,45
2,18,29,45
1,51,2,45
2,7,59,45
4,79,81,45
2,12,44,45
4,75,41,45
4,76,13,45
4,7,2,45
4,68,14,45
3,61,80,45
1,81,58,45
4,47,73,45
1,41,4,45
4,16,25,45
2,31,93,45
4,46,83,45
1,82,27,45
1,73,17,45
4,59,50,45
2,34,88,45
4,44,61,45
4,5,10,45
1,92,65,45
2,62,77,45
4,52,91,45
2,61,71,45
1,96,38,45
4,21,80,45
4,58,21,45
4,83,91,45
1,44,26,45
3,8,88,45
4,13,22,45
2,1,65,45
1,63,45,45
4,11,80,45
3,55,65,45
1,57,28,45
4,49,78,45
1,72,14,45
1,75,55,45
3,9,49,45
4,23,82,45
4,87,33,45
1,96,36,45
3,24,74,45
